Individual_number;Individual.ID;Place;age;sex;Species;clade;population;ear.length;ear.width;head.length;head.width;interorbital.dist;intraorbital.dist;snout.length;lower.leg.length;hind.foot.length;third.toe.length;body.length;tail.length;body.mass;observer;male_repro;female_repro;pregnant_body.mass;comment;comment2;latitude;longitude;altitude;date;ear.marking;RADSeq.available
2890;ANKA_H23_2012;Ankarana;adult;F;tavaratra;12;tava;22,09;15,22;35,35;21,05;21,62;6,86;6,52;39,16;21,84;#NV;92;163;63;ANR;NA;closed;NA;NA;NA;-12.810586669999999;49.158648329999998;NA;41164;A2;NA
2891;ANKA_H24_2012;Ankarana;adult;M;tavaratra;12;tava;21,15;13,25;34,22;20,9;20,92;6,62;6,46;38,51;22,58;#NV;87;168;66;ANR;enlarged;NA;NA;NA;NA;-12.80995667;49.159336670000002;NA;41164;B1;RADSEQ
2892;ANKA_H26_2012;Ankarana;adult;F;tavaratra;12;tava;21,92;14,45;34,33;22,49;21,63;6,65;6,57;39,32;21,91;#NV;97;163;66;ANR;NA;closed;NA;NA;NA;-12.826898330000001;49.14905667;NA;41164;D3;NA
2893;C39_2013;Ankarana;adult;F;tavaratra;12;tava;19,65;12,72;33,66;20,31;21,4;6,23;6,63;39,9;21,9;#NV;88;161;60;ANR;NA;closed;NA;NA;NA;-12.85884764;49.26919908;NA;41595;A12;RADSEQ
2894;C36_2013;Ankarana;adult;F;tavaratra;12;tava;19,73;12,63;33,11;19,9;20,38;5,05;6,38;38,72;22,3;#NV;90;156;62;ANR;NA;closed;NA;NA;NA;-12.86277029;49.249272779999998;NA;41592;B13;NA
2895;C35_2013;Ankarana;adult;F;tavaratra;12;tava;21,65;15,96;36,55;20,84;21,25;7,01;7,91;44,1;22,49;#NV;85;166;#NV;ANR;NA;closed;70;NA;NA;-12.862153299999999;49.247366489999997;NA;41592;A14;RADSEQ
2896;01-03;Ankavana;adult;M;tavaratra;12;tava;23,2;14,2;36,2;19,9;20,5;7;8;37;21,3;9;85;165;55;GO;enlarged;NA;NA;no_age_initially_given_in_raw_data;NA;-12.839460000000001;49.580064999999998;NA;37826;NA;no
2897;01-03;Ankavana;adult;F;tavaratra;12;tava;22,5;13,6;33,6;20,2;19,8;5,8;8,4;38,3;22,5;8,3;75;145;40;GO;NA;closed;NA;no_age_initially_given_in_raw_data;NA;-12.839460000000001;49.580064999999998;NA;37847;NA;no
2898;03-03;Ankavana;adult;M;tavaratra;12;tava;22,2;13,7;32,2;20,7;20;6,4;7,3;37,8;22,7;8,5;83;158;48;GO;enlarged;NA;NA;no_age_initially_given_in_raw_data;NA;-12.839460000000001;49.580064999999998;NA;37851;NA;no
2899;04-03;Ankavana;adult;F;tavaratra;12;tava;23,5;13,3;35,7;22;20,7;6,2;7,7;40,3;22,8;9,8;92;162;65;GO;NA;closed;NA;no_age_initially_given_in_raw_data;NA;-12.839460000000001;49.580064999999998;NA;37851;NA;no
2900;02-03;Ankavana;adult;F;tavaratra;12;tava;23,2;13;35,2;20,6;21,7;6,7;7,6;38,6;21,5;8,8;88;168;#NV;GO;NA;closed;68;no_age_initially_given_in_raw_data;NA;-12.839460000000001;49.580064999999998;NA;37849;NA;no
2902;ANTSB_H28_2011;Antsahabe;adult;M;tavaratra;12;tava;23,3;15,84;34,82;20,74;20,9;4,64;8,9;42,54;20,87;#NV;81;150;50;AB;enlarged;NA;NA;NA;NA;-13.2048907;49.565548300000003;NA;40797;A1;NA
2903;ANTSB_H55_2011;Antsahabe;adult;F;tavaratra;12;tava;18,97;11,9;35,3;20,1;20,87;5,82;6,54;37,85;22,04;#NV;89;173;53;MB;NA;NA;NA;NA;NA;-13.209876299999999;49.570483699999997;NA;40800;D2;NA
2904;ANTSB_H53_2011;Antsahabe;adult;M;tavaratra;12;tava;21,2;10,4;34,78;22,3;22,38;5,69;7,13;40,68;22,06;#NV;81;159;56;MB;enlarged;NA;NA;NA;NA;-13.2106602;49.565052399999999;NA;40799;B1;RADSEQ
2905;ANTSB_H27_2011;Antsahabe;adult;F;tavaratra;12;tava;20,15;10,76;34,87;20,9;#NV;5,09;7,1;#NV;20,44;#NV;75;#NV;60;MB;NA;NA;NA;NA;NA;-13.2130311;49.5589437;NA;40797;B2;NA
2906;ANTSB_H31_2011;Antsahabe;adult;M;tavaratra;12;tava;22,52;14,44;35,05;#NV;#NV;5,65;#NV;40,51;21,35;#NV;85;155;60;AB;enlarged;NA;NA;NA;NA;-13.21406;49.561380800000002;NA;40797;A2;NA
2907;ANTSB_H29_2011;Antsahabe;adult;M;tavaratra;12;tava;#NV;#NV;35,72;20,3;21,15;6,52;6,65;37,42;21,22;#NV;77;150;61;MB;enlarged;NA;NA;NA;NA;-13.2131019;49.557908599999998;NA;40797;B3;RADSEQ
2908;ANTSB_H17_2011;Antsahabe;adult;F;tavaratra;12;tava;20,2;12,36;34,74;20,6;21,4;5,68;7,44;39,64;21,08;#NV;81;171;62;JS;NA;NA;NA;NA;NA;-13.209911200000001;49.570556699999997;NA;40796;1;NA
2909;ANTSB_H16_2011;Antsahabe;adult;F;tavaratra;12;tava;19,63;14,06;35,93;20,23;23;5,95;7,53;37,63;21,58;#NV;89;166;64;JS;NA;NA;NA;NA;NA;-13.2095886;49.570168199999998;NA;40796;A3;NA
2910;ANTSB_H30_2011;Antsahabe;adult;F;tavaratra;12;tava;20,25;11,62;35,75;20,88;20,28;5,14;6,7;40,6;21,63;#NV;84;153;65;MB;NA;closed;NA;NA;NA;-13.2122113;49.557246599999999;NA;40797;C3;NA
2911;ANTSR_L36_2011;Antsaharaingy;adult;F;tavaratra;12;tava;21,39;12,23;#NV;20,83;21,24;6,62;7,94;38;21,62;#NV;83;161;41;ANR;NA;closed;NA;NA;NA;-12.9091798;49.655380700000002;NA;40858;A2;RADSEQ
2912;ANTSR_L37_2011;Antsaharaingy;adult;F;tavaratra;12;tava;20,1;12,95;34,94;22,7;21,03;6,15;6,8;39,7;22,84;#NV;75;160;46;ERD;NA;closed;NA;NA;NA;-12.906476400000001;49.6553836;NA;40858;B1;NA
2913;ANTSR_L14_2011;Antsaharaingy;adult;F;tavaratra;12;tava;20,08;12,76;32,05;21,92;21,19;7,96;8,91;37,85;20,98;#NV;70;160;50;ERD;NA;closed;NA;NA;NA;-12.9072011;49.655379000000003;NA;40856;A3;NA
2914;ANTSR_L12_2011;Antsaharaingy;adult;M;tavaratra;12;tava;20,61;12,55;32,02;20,31;21,22;6,64;7,5;38,39;21,58;#NV;76;161;57;ANR;enlarged;NA;NA;NA;NA;-12.908996999999999;49.650281800000002;NA;40856;A1;NA
2915;ANTSR_L35_2011;Antsaharaingy;adult;M;tavaratra;12;tava;20,8;13,44;33,54;21,81;22,82;7,66;6,75;38,43;21,9;#NV;85;165;57;ERD;enlarged;NA;NA;NA;NA;-12.907382;49.655383;NA;40858;A2;NA
2916;ANTSR_L15_2011;Antsaharaingy;adult;F;tavaratra;12;tava;20,95;13,94;35,7;21,91;21,72;7,45;8,11;38,23;21,19;#NV;95;163;59;ANR;NA;closed;NA;NA;NA;-12.906755;49.655385000000003;NA;40856;A1;NA
2917;ANTSR_L13_2011;Antsaharaingy;adult;M;tavaratra;12;tava;20,9;12,49;33,86;20,57;21,62;6,22;7,71;39,44;21,71;#NV;86;170;61;ANR;enlarged;NA;NA;NA;NA;-12.914387400000001;49.655380000000001;NA;40856;1;NA
2918;ANTSR_L16_2011;Antsaharaingy;adult;M;tavaratra;12;tava;21,26;12,8;34,04;20,42;21,45;6,3;8,17;39,51;21,63;#NV;95;174;66;ANR;enlarged;NA;NA;NA;NA;-12.909177400000001;49.658168000000003;NA;40856;A;RADSEQ
2921;ANTSK_E52_2011;Antsakay;adult;F;tavaratra;12;tava;22,05;12;32,25;18,57;20,92;6,85;8,05;40,22;21,78;#NV;83;158;42;JS;NA;closed;NA;NA;NA;-13.0936588;49.705759700000002;NA;40743;C1;NA
2922;ANTSK_E50_2011;Antsakay;adult;F;tavaratra;12;tava;22,48;12,15;33,84;20,04;20,55;6,42;7,1;40,13;22,23;#NV;80;163;42;JS;NA;closed;NA;NA;NA;-13.0929032;49.706358199999997;NA;40743;A2;NA
2923;ANTSK_E33_2011;Antsakay;adult;M;tavaratra;12;tava;20,49;13,22;32,8;20,2;22,18;6,15;7,73;40,15;21,03;#NV;72;152;46;JS;regressed;NA;NA;NA;NA;-13.106449100000001;49.698115000000001;NA;40741;B;RADSEQ
2924;ANTSK_E38_2011;Antsakay;adult;F;tavaratra;12;tava;20,15;11,23;33,5;20,05;20,3;5,35;7,21;40,09;23,1;#NV;78;153;46,5;JS;NA;closed;NA;NA;NA;-13.098040299999999;49.705525700000003;NA;40741;A;NA
2925;ANTSK_E60_2011;Antsakay;adult;M;tavaratra;12;tava;21,45;13,13;33,58;20,28;20,2;5,9;7,24;39,43;21,9;#NV;88;154;47,5;JS;NA;NA;NA;NA;NA;-13.1066532;49.695945100000003;NA;40743;A2;RADSEQ
2926;ANTSK_E39_2011;Antsakay;adult;F;tavaratra;12;tava;21,06;13,6;33,08;20,78;22,08;5,72;7,08;40,25;22,42;#NV;80;160;48;JS;NA;closed;NA;NA;NA;-13.088046800000001;49.705906200000001;NA;40741;B;NA
2927;ANTSK_E40_2011;Antsakay;adult;M;tavaratra;12;tava;22,06;13,62;32,23;20,32;22,22;5,66;7,12;40,68;23,85;#NV;81;152;48;JS;regressed;NA;NA;NA;NA;-13.084623799999999;49.704542600000003;NA;40741;C;NA
2928;ANTSK_E43.2_2011;Antsakay;adult;F;tavaratra;12;tava;22,75;13,02;33,07;20,65;20,32;5,95;5,74;41,62;22,48;#NV;78;154;49;JS;NA;closed;NA;NA;NA;-13.0823489;49.703773699999999;NA;40741;D;NA
2929;ANTSK_E43_2011;Antsakay;adult;F;tavaratra;12;tava;22,85;12,24;32,85;20,95;20,51;6,05;5,72;40,57;22,36;#NV;92;156;49;JS;NA;closed;NA;NA;NA;-13.0823489;49.703773699999999;NA;40741;D;RADSEQ
2930;ANTSK_E35_2011;Antsakay;adult;M;tavaratra;12;tava;23;12,68;33,19;21,2;22,09;5,21;6,55;42,65;22,11;#NV;73;164;52;JS;regressed;NA;NA;NA;NA;-13.1079375;49.706462299999998;NA;40741;C;NA
2931;ANTSK_E51_2011;Antsakay;adult;F;tavaratra;12;tava;20,28;11,3;34,17;19,91;21,4;5,38;7,57;42,5;23,75;#NV;85;172;53;JS;NA;closed;NA;NA;NA;-13.093386199999999;49.7060271;NA;40743;B1;NA
2932;ANTSK_E37_2011;Antsakay;adult;M;tavaratra;12;tava;22,09;13,12;34,2;20,05;21;6;8;41,68;23,09;#NV;85;169;54;JS;regressed;NA;NA;NA;NA;-13.097687199999999;49.705434099999998;NA;40741;A1;NA
2933;ANTSK_E30_2011;Antsakay;adult;M;tavaratra;12;tava;23,09;13,65;34,76;22,96;23;5,4;8,95;43,01;24,2;#NV;88;168;54;JS;regressed;NA;NA;NA;NA;-13.0971042;49.700961599999999;NA;40739;2;NA
2934;ANTSK_E34_2011;Antsakay;adult;F;tavaratra;12;tava;20,83;11,79;35,55;21,13;22,78;5,94;7,68;43,01;22,09;#NV;83;147;55;JS;NA;closed;NA;NA;NA;-13.10604;49.705715400000003;NA;40741;A1;NA
2935;ANTSK_E54_2011;Antsakay;adult;M;tavaratra;12;tava;24,17;13,34;33,33;20,16;22,2;6,95;7,28;42,62;22,7;#NV;88;173;55;JS;regressed;NA;NA;NA;NA;-13.089523099999999;49.706257999999998;NA;40743;C1;NA
2936;ANTSK_E59_2011;Antsakay;adult;F;tavaratra;12;tava;21,55;13,68;#NV;20,2;21,45;5,25;6,2;42,55;23,75;#NV;98;168;62;JS;NA;closed;NA;NA;NA;-13.0814655;49.703443499999999;NA;40743;D2;NA
2945;BEK_A27_2010;Bekaraoka;adult;F;tavaratra;12;tava;21;12,3;35;21;21,6;6,8;7,4;38,5;23,4;#NV;80;149;48;JS;NA;closed;NA;NA;NA;-13.1616394;49.708589600000003;245.50048799999999;40397;B2;NA
2946;BEK_A26_2010;Bekaraoka;adult;M;tavaratra;12;tava;22;13,3;34,4;20;21,7;7,2;7,1;40,3;24,5;#NV;84;168;48;JS;enlarged;NA;NA;NA;NA;-13.166900800000001;49.703241200000001;105.14904799999999;40397;B2;RADSEQ
2947;BEK_A24_2010;Bekaraoka;adult;F;tavaratra;12;tava;20,5;12,1;32,3;21;21,3;6,4;6,1;40,4;24,7;#NV;83;170;57;JS;NA;closed;NA;NA;NA;-13.164582299999999;49.700428299999999;105.389404;40397;A2;NA
2948;BEK_D47.2_2011;Bekaraoka;adult;M;tavaratra;12;tava;20,82;11,12;33,61;20,96;20,14;5,93;6,55;37,2;20,1;#NV;77;153;50;JS;NA;NA;NA;NA;NA;-13.161626200000001;49.7069531;NA;40811;A2;NA
2949;BEK_D11_2011;Bekaraoka;adult;F;tavaratra;12;tava;17,3;10,92;34,19;19,81;20,45;5,29;7,25;36,19;20,73;#NV;71;151;53;MB;NA;NA;NA;NA;NA;-13.172701500000001;49.704922500000002;NA;40809;A4;NA
2950;BEK_D13_2011;Bekaraoka;adult;F;tavaratra;12;tava;20,6;10,22;35,2;18,48;20,15;5,02;8,76;38,45;21,34;#NV;76;157;59;MB;NA;NA;NA;NA;NA;-13.1636138;49.7038935;NA;40809;D2;NA
2952;BEN_G51_2011;Benanofy;adult;M;tavaratra;12;tava;19,84;12,5;33,62;19,99;20,32;5,25;7,17;40,52;22,4;#NV;78;157;45;ANR;regressed;NA;NA;NA;NA;-13.003073799999999;49.585228899999997;NA;40771;A;NA
2953;BEN_G28_2011;Benanofy;adult;F;tavaratra;12;tava;20,8;11,35;32,36;19,25;20,5;5,26;7,5;40,36;21,23;#NV;89;154;46;ANR;NA;closed;NA;NA;NA;-13.020235;49.568544899999999;NA;40769;B;NA
2954;BEN_G64_2011;Benanofy;adult;F;tavaratra;12;tava;20,57;12,15;33,98;19,06;20,32;5,29;7,41;37,85;20,8;#NV;80;164;47,5;ANR;NA;closed;NA;NA;NA;-13.0133539;49.572212100000002;NA;40773;3;NA
2955;BEN_G25_2011;Benanofy;adult;M;tavaratra;12;tava;20,94;12,4;33,71;20,31;20,6;5,14;7,33;40,54;21,09;#NV;#NV;162;47,5;MB;regressed;NA;NA;NA;NA;-13.0183658;49.572152799999998;NA;40769;1;NA
2956;BEN_I04_2011;Benanofy;adult;F;tavaratra;12;tava;20,54;12,11;33,54;20,04;20,5;5,54;7,47;40,05;22,84;#NV;80;153;48;ANR;NA;closed;NA;NA;NA;-13.016916699999999;49.566770599999998;NA;40775;4;NA
2957;BEN_G63_2011;Benanofy;adult;F;tavaratra;12;tava;20,49;12,82;33,79;19,81;20,36;5,26;8,1;41,11;21,34;#NV;87;167;50;ANR;NA;closed;NA;NA;NA;-13.0145313;49.564937899999997;NA;40773;2;NA
2958;BEN_G46_2011;Benanofy;adult;M;tavaratra;12;tava;20,72;12,5;34,34;20,18;20,93;5,63;7,7;38,32;21,03;#NV;92;174;50;MB;enlarged;NA;NA;NA;NA;-13.017974799999999;49.574892499999997;NA;40771;2;NA
2959;BEN_I12_2011;Benanofy;adult;F;tavaratra;12;tava;20,07;12,61;33,5;20,13;20,63;5,22;7,38;38,08;21,23;#NV;86;152;52;ANR;NA;closed;NA;NA;NA;-13.0203893;49.567520500000001;NA;40775;A2;NA
2960;BEN_G52_2011;Benanofy;adult;F;tavaratra;12;tava;20,5;12,56;35,14;20,09;20,4;5,21;8,48;40,01;22,28;#NV;87;170;52;ANR;NA;closed;NA;NA;NA;-13.0158088;49.572918000000001;NA;40771;A1;NA
2961;BEN_G73_2011;Benanofy;adult;M;tavaratra;12;tava;20,37;12,25;34,78;19,37;20,74;5,56;7,21;39,96;22,82;#NV;86;169;55;MB;regressed;NA;NA;NA;NA;-13.015523999999999;49.572680800000001;NA;40774;3;NA
2962;BEN_G80_2011;Benanofy;adult;F;tavaratra;12;tava;20,89;13,56;35,95;20,01;20,36;5,25;7,5;40,39;22,7;#NV;81;165;55;MB;NA;closed;NA;NA;NA;-13.008630200000001;49.579314699999998;NA;40774;1B;NA
2963;BEN_G62_2011;Benanofy;adult;M;tavaratra;12;tava;20,3;12,53;34,86;19,76;20,93;5,32;7,41;40,49;21,19;#NV;87;173;56;ANR;regressed;NA;NA;NA;NA;-13.017977399999999;49.5673314;NA;40773;A1;RADSEQ
2964;BEN_G61_2011;Benanofy;adult;F;tavaratra;12;tava;20,38;12,38;35,61;19,5;20,48;5,31;7,71;40,83;21,62;#NV;94;170;57,5;ANR;NA;closed;NA;NA;NA;-13.0184091;49.567544499999997;NA;40773;A;NA
2965;BEN_G26_2011;Benanofy;adult;F;tavaratra;12;tava;20,5;12,7;32,78;20,44;20,72;5,5;7,18;40,76;21,41;#NV;82;154;61;MB;NA;closed;NA;NA;NA;-13.020281900000001;49.568626899999998;NA;40769;1;NA
2966;BIN_C24_2010;Binara;adult;F;tavaratra;12;tava;22,3;13,5;34,8;20,5;22;7,8;7,6;38,1;24,2;#NV;80;157;45;NA;NA;closed;NA;NA;NA;-13.2562391;49.614632700000001;374.55651899999998;40419;A;NA
2967;BIN_C30_2010;Binara;adult;F;tavaratra;12;tava;21,7;12,4;34,3;20,9;22;7,2;7,7;39,8;22,8;#NV;80;168;46;NA;NA;closed;NA;NA;NA;-13.248590500000001;49.6138926;326.73132299999997;40419;C;NA
2968;BIN_C36_2010;Binara;adult;F;tavaratra;12;tava;22,5;13,6;#NV;21,9;23;7,6;7,2;41;21,9;#NV;80;165;46;NA;NA;closed;NA;NA;NA;-13.240067700000001;49.6308164;220.26611299999999;40420;3;NA
2969;BIN_C39_2010;Binara;adult;M;tavaratra;12;tava;23,9;13,4;32,9;21,8;23,2;7,6;7,1;41,7;21,3;#NV;78;157;47;NA;enlarged;NA;NA;NA;NA;-13.2376217;49.6323851;328.89428700000002;40420;C;NA
2970;BIN_C44_2010;Binara;adult;F;tavaratra;12;tava;23,1;14,8;36,8;22,1;21,8;6,5;6,2;40,1;22;#NV;94;165;50;NA;NA;closed;NA;NA;NA;-13.2490179;49.6067988;568.74145499999997;40420;D4;RADSEQ
2971;BIN_C29_2010;Binara;adult;F;tavaratra;12;tava;24,1;13,7;35,7;21,4;22,2;7,9;8,3;40,3;23,3;#NV;82;164;50;NA;NA;closed;NA;NA;NA;-13.248636599999999;49.613630399999998;329.37487800000002;40419;2;NA
2972;BIN_C33_2010;Binara;adult;F;tavaratra;12;tava;20,2;12,4;33;21,2;21,2;7,2;7,6;42,3;21,3;#NV;85;169;52;NA;NA;closed;NA;NA;NA;-13.248967199999999;49.609397100000002;433.67712399999999;40419;A3;NA
2973;BIN_C35_2010;Binara;adult;M;tavaratra;12;tava;20,3;13;#NV;22,5;22,8;8,5;7,8;43;21;#NV;85;167;53;NA;enlarged;NA;NA;NA;NA;-13.241173099999999;49.630814800000003;190.465576;40420;B;NA
2974;BIN_C45_2010;Binara;adult;F;tavaratra;12;tava;23,8;13,4;35,8;20,7;22,5;7,3;7,6;40,5;23,9;#NV;88;160;55;NA;NA;closed;NA;NA;NA;-13.2489404;49.606953300000001;561.29101600000001;40420;C3;NA
2975;BIN_C48_2010;Binara;adult;F;tavaratra;12;tava;22,8;14,1;34,7;20,8;22,7;7,4;7,8;40,4;23;#NV;83;170;56;NA;NA;closed;NA;NA;NA;-13.258710199999999;49.610477699999997;523.55969200000004;40420;D2;NA
2976;BIN_C43_2010;Binara;adult;F;tavaratra;12;tava;23,8;14;35,1;20,3;22;7,9;7,4;41,6;24,7;#NV;89;162;56;NA;NA;closed;NA;NA;NA;-13.274083600000001;49.6192682;274.82055700000001;40420;B3;RADSEQ
2977;BIN_C34_2010;Binara;adult;F;tavaratra;12;tava;22,1;14,1;35,4;20,4;22,6;6,7;7,3;40,1;23,3;#NV;89;173;57;NA;NA;closed;NA;NA;NA;-13.2491954;49.620099500000002;233.48413099999999;40419;D1;NA
2978;BIN_C42_2010;Binara;adult;F;tavaratra;12;tava;23;13,5;35,4;#NV;21,8;7,1;6,1;44;22,8;#NV;97;163;60;NA;NA;closed;NA;NA;NA;-13.275477;49.618337500000003;298.37255900000002;40420;B2;NA
2979;BIN_C37_2010;Binara;adult;M;tavaratra;12;tava;22,6;13,3;33;23,1;23,7;7,7;6,9;42;21,3;#NV;87;182;61;NA;enlarged;NA;NA;NA;NA;-13.239403899999999;49.631175800000001;222.42907700000001;40420;1;NA
2980;BIN_C27_2010;Binara;adult;F;tavaratra;12;tava;21,8;14,1;35,7;21,9;23,3;8,3;8,5;43,4;24,7;#NV;97;178;63;NA;NA;closed;NA;NA;NA;-13.2406297;49.6316001;206.56750500000001;40419;1;NA
2981;BIN_C41_2010;Binara;adult;F;tavaratra;12;tava;22,7;13,1;35,3;20,7;22,8;7,3;8,1;40,7;23,8;#NV;92;180;63;NA;NA;closed;NA;NA;NA;-13.242489000000001;49.6308486;166.19238300000001;40420;A4;RADSEQ
2982;BIN_C32_2010;Binara;adult;F;tavaratra;12;tava;23,2;14,1;35,4;20,6;23,9;7,7;8,1;40,6;23;#NV;91;168;64;NA;NA;closed;NA;NA;NA;-13.249165100000001;49.616661100000002;289.96118200000001;40419;D1;RADSEQ
2983;BIN_C31_2010;Binara;adult;F;tavaratra;12;tava;22,1;14;#NV;21,6;22,9;8;7,2;42,4;26,2;#NV;95;169;65;NA;NA;closed;NA;NA;NA;-13.2491235;49.616441399999999;278.18505900000002;40419;A2;NA
2984;BIN_C40_2010;Binara;adult;F;tavaratra;12;tava;22,4;13,9;34,6;#NV;22,8;7,7;6,4;41,3;22,6;#NV;95;168;65;NA;NA;closed;NA;NA;NA;-13.2371379;49.632777300000001;351.24475100000001;40420;B1;NA
2985;BIN_C25_2010;Binara;adult;M;tavaratra;12;tava;25,5;14,5;35,1;20,9;22,7;8;8,1;43,7;25,5;#NV;92;172;66;NA;enlarged;NA;NA;NA;NA;-13.2541764;49.619208999999998;301.25659200000001;40419;A;NA
2987;BOB_E07_2011;Bobankora;adult;F;tavaratra;12;tava;21,1;12,85;34,74;20,1;20,48;6,74;8,18;#NV;20,59;#NV;75;145;42;GMS;NA;closed;NA;NA;NA;-13.228053299999999;49.755004300000003;NA;40730;3;NA
2988;BOB_E01_2011;Bobankora;adult;F;tavaratra;12;tava;20,4;13,2;#NV;21,6;21,6;7,7;8,9;40,5;20,8;#NV;72;150;46;GMS;NA;closed;NA;NA;NA;-13.226994599999999;49.752633299999999;NA;40728;1;NA
2989;BOB_E18_2011;Bobankora;adult;F;tavaratra;12;tava;22;12,07;34,62;20,5;21,28;5,1;7,62;40,71;20,38;#NV;78;155;46;GMS;NA;closed;NA;NA;NA;-13.235128700000001;49.762844299999998;NA;40730;B2;NA
2991;BOB_E14_2011;Bobankora;adult;M;tavaratra;12;tava;22,69;13,79;34,76;20,38;22,89;5,38;#NV;38,22;21,75;#NV;70;157;48;GMS;regressed;NA;NA;NA;NA;-13.221028499999999;49.755901000000001;NA;40730;A1;NA
2992;BOB_E13_2011;Bobankora;adult;F;tavaratra;12;tava;23,06;13,08;32,01;22,26;21,06;5,05;8,04;38,04;23;#NV;73;158;48;GMS;NA;closed;NA;NA;NA;-13.2216276;49.756745799999997;NA;40730;D;RADSEQ
2993;BOB_E17_2011;Bobankora;adult;F;tavaratra;12;tava;21,58;13,09;33,22;20,58;20,18;6;#NV;40,04;#NV;#NV;81;156;49;GMS;NA;closed;NA;NA;NA;-13.233637099999999;49.761357799999999;NA;40730;D1;NA
2994;BOB_E25_2011;Bobankora;adult;F;tavaratra;12;tava;22,58;11,58;33,86;21,8;22,46;6,06;8,04;41,84;24,31;#NV;87;160;51;GMS;NA;closed;NA;NA;NA;-13.2256485;49.754791099999998;NA;40732;A3;NA
2995;BOB_E16_2011;Bobankora;adult;F;tavaratra;12;tava;23,89;11,65;34,62;20,8;21,12;6,87;#NV;40;23,75;#NV;83;163;52;GMS;NA;closed;NA;NA;NA;-13.2282215;49.7584491;NA;40730;C1;NA
2996;BOB_E12_2011;Bobankora;adult;F;tavaratra;12;tava;23,81;12,05;36,2;21,86;20,56;5,06;8,28;40,54;24,69;#NV;95;167;55,5;GMS;NA;closed;NA;NA;NA;-13.2261489;49.753715800000002;NA;40730;4;NA
2997;BOB_E02_2011;Bobankora;adult;F;tavaratra;12;tava;20,6;11,7;34,6;20;21,9;6,45;#NV;41,5;25,35;#NV;81;168;56;GMS;NA;closed;NA;NA;NA;-13.2257841;49.754473099999998;NA;40728;A;NA
2998;BOB_E21_2011;Bobankora;adult;F;tavaratra;12;tava;20,53;13,7;34,5;20,35;22,46;5,09;8,63;40,53;22;#NV;90;154;58;GMS;NA;closed;NA;NA;NA;-13.2261723;49.751996599999998;NA;40730;D2;RADSEQ
2999;BOB_E04_2011;Bobankora;adult;F;tavaratra;12;tava;21,65;13,75;34,48;#NV;22,6;6;8,5;41,9;26;#NV;94;150;58;GMS;NA;closed;NA;NA;NA;-13.2324929;49.7597764;NA;40729;B;NA
3000;BOB_E20_2011;Bobankora;adult;M;tavaratra;12;tava;22,55;13,45;32;20,25;22,22;5,6;7,3;40,65;21,09;#NV;82;156;58;GMS;regressed;NA;NA;NA;NA;-13.2266479;49.7527872;NA;40730;C2;NA
3001;BOB_E19_2011;Bobankora;adult;F;tavaratra;12;tava;21,48;12,2;34,08;20,62;21,36;5,07;8,62;40,06;21;#NV;92;156;61;GMS;NA;closed;NA;NA;NA;-13.2374548;49.765906100000002;NA;40730;A2;NA
3002;BOB_E26_2011;Bobankora;adult;F;tavaratra;12;tava;22,11;11,97;35,35;21,59;22,56;4,42;7,69;41,26;21,2;#NV;92;144;64;GMS;NA;closed;NA;NA;NA;-13.2361459;49.763815600000001;NA;40732;B3;NA
3003;BOB_E11_2011;Bobankora;adult;F;tavaratra;12;tava;21,07;12,07;31,71;#NV;22,75;7,12;8;41,04;#NV;#NV;92;152;#NV;GMS;NA;closed;73;NA;NA;-13.2257841;49.754473099999998;NA;40730;C;NA
3004;BOB.E_J07_2011;Bobankora_est;adult;M;tavaratra;12;tava;20,8;#NV;33,13;20,81;20,93;5,2;5,44;40,12;21,56;#NV;76;150;52;NA;NA;NA;NA;NA;NA;-13.2508213;49.770041300000003;NA;40824;A;NA
3005;BOB.E_J08_2011;Bobankora_est;adult;M;tavaratra;12;tava;#NV;#NV;34,85;20,28;20;4,19;#NV;41,31;22,87;#NV;76;155;56;NA;NA;NA;NA;NA;NA;-13.2504738;49.770320499999997;NA;40824;B;NA
3006;ANALM_P56_2012;Menagisy;adult;M;tavaratra;12;tava;22,9;14;35,4;20,5;22,2;5,4;7,1;42,7;23,7;#NV;74;162;45;TI;regressed;NA;NA;NA;NA;-12.756520610000001;49.487167040000003;NA;41161;C4;RADSEQ
3007;ANALM_P50_2012;Menagisy;adult;M;tavaratra;12;tava;20,6;13,7;35;22,3;22,77;6;8;41;21,6;#NV;81;148;47;TI;regressed;NA;NA;NA;NA;-12.7115341;49.491560159999999;NA;41159;34;RADSEQ
3013;D80_2015;Orangea;adult;F;tavaratra;12;tava;21,32;13,78;33,23;18,5;20,28;6,59;7,96;38,52;23,4;#NV;76;147;39;TNR;NA;NA;NA;brown-red head, grey-red back , yellowish belly, grey-brown face, dorsal stripe;NA;-12.277467189999999;49.384668679999997;28;42204;AB4;NA
3014;D77_2015;Orangea;adult;F;tavaratra;12;tava;20,23;13,82;33,3;22,95;20,79;6,47;7,76;38,51;21,11;#NV;88;149;42;ERD;NA;NA;NA;red head, red back , yellowish belly, grey-brown face, dorsal stripe;NA;-12.279454530000001;49.381173259999997;41;42204;AC1;NA
